,date,sentiment
0,2018-01-01,-0.21000000312924383
1,2018-01-02,0.0
2,2018-01-03,-0.3500000052154064
3,2018-01-04,-0.14000000208616256
4,2018-01-05,-0.07000000104308128
5,2018-01-06,-0.21000000312924383
6,2018-01-07,-0.07000000104308128
7,2018-01-08,-0.14000000208616256
8,2018-01-09,-0.07000000104308128
9,2018-01-10,-0.6300000146031379
10,2018-01-11,-0.7700000166893005
11,2018-01-12,-0.9100000135600567
12,2018-01-13,0.0
13,2018-01-14,-0.14000000208616256
14,2018-01-15,-0.7000000104308128
15,2018-01-16,-0.21000000312924383
16,2018-01-17,-0.5600000083446502
17,2018-01-18,-0.4900000125169754
18,2018-01-19,-0.3500000052154064
19,2018-01-20,-0.2800000093877315
20,2018-01-21,-0.2800000093877315
21,2018-01-22,0.07000000104308128
22,2018-01-23,-0.21000000312924383
23,2018-01-24,-0.7000000104308128
24,2018-01-25,-0.5600000083446502
25,2018-01-26,0.0
26,2018-01-27,-0.14000000208616256
27,2018-01-28,0.14000000208616256
28,2018-01-29,-0.7700000271201133
29,2018-01-30,-0.7700000166893005
30,2018-01-31,-0.07000000104308128
31,2018-02-01,-0.21000000312924383
32,2018-02-02,-0.07000000104308128
33,2018-02-03,-0.07000000104308128
34,2018-02-04,-0.3500000052154064
35,2018-02-05,-0.42000000625848766
36,2018-02-06,-0.21000000312924383
37,2018-02-07,-0.6300000146031379
38,2018-02-08,-0.13999999687075615
39,2018-02-09,-0.14000000208616256
40,2018-02-10,0.0
41,2018-02-11,-0.07000000104308128
42,2018-02-12,-0.14000000208616256
43,2018-02-13,-1.1200000166893005
44,2018-02-14,-1.4700000375509261
45,2018-02-15,-0.3500000104308128
46,2018-02-16,-0.49000000730156895
47,2018-02-17,-0.14000000208616256
48,2018-02-18,-0.14000000208616256
49,2018-02-19,-0.3500000052154064
50,2018-02-20,0.21000000834465027
51,2018-02-21,-0.7000000208616256
52,2018-02-22,-0.14000000208616256
53,2018-02-23,-0.07000000104308128
54,2018-02-24,-0.2800000041723251
55,2018-02-25,0.0
56,2018-02-26,0.0
57,2018-02-27,0.0
58,2018-02-28,-0.14000000208616256
59,2018-03-01,0.0700000062584877
60,2018-03-02,-1.3300000198185442
61,2018-03-03,-0.49000000730156895
62,2018-03-04,-0.7700000166893005
63,2018-03-05,-0.14000000208616256
64,2018-03-06,-0.3500000052154064
65,2018-03-07,0.0
66,2018-03-08,-0.3500000052154064
67,2018-03-09,-0.07000000104308128
68,2018-03-10,-0.4200000114738941
69,2018-03-11,-0.14000000208616256
70,2018-03-12,-0.3500000104308128
71,2018-03-13,-0.2800000041723251
72,2018-03-14,-0.6300000093877315
73,2018-03-15,-0.14000000208616256
74,2018-03-16,-0.14000000208616256
75,2018-03-17,-0.07000000104308128
76,2018-03-18,-0.14000000208616256
77,2018-03-19,-0.07000000104308128
78,2018-03-20,-0.14000000208616256
79,2018-03-21,-0.21000000312924383
80,2018-03-22,-0.8400000125169753
81,2018-03-23,-2.240000033378601
82,2018-03-24,-0.21000000312924383
83,2018-03-25,0.07000000104308128
84,2018-03-26,-0.13999999687075615
85,2018-03-27,0.5600000083446502
86,2018-03-28,-0.8400000125169753
87,2018-03-29,-0.5600000031292438
88,2018-03-30,0.0
89,2018-03-31,0.21000000312924383
90,2018-04-01,-0.07000000104308128
91,2018-04-02,-0.42000000625848766
92,2018-04-03,-0.2800000041723251
93,2018-04-04,-0.9800000146031379
94,2018-04-05,0.2800000093877315
95,2018-04-06,-0.6300000093877315
96,2018-04-07,0.2800000041723251
97,2018-04-08,0.07000000104308128
98,2018-04-09,-0.2800000041723251
99,2018-04-10,0.0
100,2018-04-11,-0.07000000104308128
101,2018-04-12,-0.2800000041723251
102,2018-04-13,-0.3500000052154064
103,2018-04-14,0.0
104,2018-04-15,0.07000000104308128
105,2018-04-16,-0.49000000730156895
106,2018-04-17,-0.7700000114738941
107,2018-04-18,0.21000000834465027
108,2018-04-19,-0.14000000730156897
109,2018-04-20,-0.14000000208616256
110,2018-04-21,0.14000000208616256
111,2018-04-22,-0.2800000041723251
112,2018-04-23,-0.2800000041723251
113,2018-04-24,-0.07000000104308128
114,2018-04-25,-0.21000000312924383
115,2018-04-26,-0.07000000104308128
116,2018-04-27,-0.14000000208616256
117,2018-04-28,-0.14000000208616256
118,2018-04-29,-0.07000000104308128
119,2018-04-30,0.0
120,2018-05-01,-0.6300000093877315
121,2018-05-02,0.14000000208616256
122,2018-05-03,0.14000000208616256
123,2018-05-04,-0.42000001668930054
124,2018-05-05,-0.07000000104308128
125,2018-05-06,-0.14000000208616256
126,2018-05-07,-0.5600000083446502
127,2018-05-08,-0.5600000135600567
128,2018-05-09,-0.2800000041723251
129,2018-05-10,-1.1900000177323817
130,2018-05-11,-0.07000000104308128
131,2018-05-12,-0.21000000312924383
132,2018-05-13,-0.4900000177323818
133,2018-05-14,0.0700000062584877
134,2018-05-15,-0.2800000093877315
135,2018-05-16,-0.2800000041723251
136,2018-05-17,-0.5600000083446502
137,2018-05-18,-0.2800000093877315
138,2018-05-19,0.0
139,2018-05-20,-0.2800000041723251
140,2018-05-21,-0.21000000312924383
141,2018-05-22,-0.4200000114738941
142,2018-05-23,-0.7000000156462192
143,2018-05-24,-0.2800000041723251
144,2018-05-25,0.3500000052154064
145,2018-05-26,0.0
146,2018-05-27,0.0
147,2018-05-28,0.0
148,2018-05-29,-0.7700000114738941
149,2018-05-30,-0.49000000730156895
150,2018-05-31,-0.6300000093877315
151,2018-06-01,-0.7000000104308128
